id,title,artist,spotify_id,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,date,decade,weeks_at_1,consecutive
TRAVELLIN'_LIGHT__CLIFF_RICHARD_&_THE_SHADOWS,TRAVELLIN' LIGHT,CLIFF RICHARD & THE SHADOWS,588Jla0fZaMErbl9ToBgoj,0.549,0.291,2,-8.991,0.0347,0.754,0,0.117,0.362,123.469,155505,4,30/10/59,1950,5,TRUE
WHAT_DO_YOU_WANT__ADAM_FAITH,WHAT DO YOU WANT,ADAM FAITH,2bsFikK8yWUGC6MADDv0vz,0.516,0.339,5,-11.456,0.0474,0.852,0,0.27,0.837,147.743,98667,4,04/12/59,1950,3,TRUE
WHAT_DO_YOU_WANT_TO_MAKE_THOSE_EYES_AT_ME_FOR__EMILE_FORD_&_THE_CHECKMATES,WHAT DO YOU WANT TO MAKE THOSE EYES AT ME FOR,EMILE FORD & THE CHECKMATES,5LpUlD9Egwtf4SgDRE9HVs,0.453,0.74,8,-5.051,0.0494,0.303,0,0.032,0.872,113.718,124200,4,18/12/59,1950,6,TRUE
STARRY_EYED__MICHAEL_HOLLIDAY_WITH_THE_MICHAEL_SAMMES_SINGERS,STARRY EYED,MICHAEL HOLLIDAY,1y2aDdeBMv8WpSABKTp7aT,0.626,0.411,2,-12.092,0.0306,0.719,0.00362,0.156,0.813,120.923,143933,4,29/01/60,1960,1,TRUE
WHY__ANTHONY_NEWLEY,WHY,ANTHONY NEWLEY,3SKsz3qcoNuoOChLLLHbyF,0.607,0.295,7,-10.961,0.0353,0.402,0,0.0669,0.339,100.923,146853,4,05/02/60,1960,4,TRUE
POOR_ME__ADAM_FAITH,POOR ME,ADAM FAITH,6n3vjY9oXy4FpiRqreGINz,0.403,0.442,0,-8.437,0.0434,0.853,0.00057,0.357,0.644,155.117,106507,4,10/03/60,1960,1,TRUE
RUNNING_BEAR__JOHNNY_PRESTON,RUNNING BEAR,JOHNNY PRESTON,1RYznli2VNO7FCbW1Hq4KM,0.772,0.297,5,-14.679,0.053,0.854,0.00000759,0.125,0.834,119.987,158200,4,17/03/60,1960,2,TRUE
MY_OLD_MAN'S_A_DUSTMAN__LONNIE_DONEGAN,MY OLD MAN'S A DUSTMAN,LONNIE DONEGAN,3LeDLgQVWEB13IlhxR9iCu,0.537,0.574,2,-12.269,0.0853,0.299,0.00000432,0.535,0.716,125.652,203973,4,31/03/60,1960,4,TRUE
CATHY'S_CLOWN__EVERLY_BROTHERS,CATHY'S CLOWN,EVERLY BROTHERS,1MA9StLzlFftLbuqOmoWij,0.498,0.582,7,-8.961,0.0339,0.412,0,0.372,0.866,119.809,144013,4,20/04/60,1960,7,TRUE
DO_YOU_MIND__ANTHONY_NEWLEY,DO YOU MIND,ANTHONY NEWLEY,3SKsz3qcoNuoOChLLLHbyF,0.607,0.295,7,-10.961,0.0353,0.402,0,0.0669,0.339,100.923,146853,4,28/04/60,1960,1,TRUE
THREE_STEPS_TO_HEAVEN__EDDIE_COCHRAN,THREE STEPS TO HEAVEN,EDDIE COCHRAN,1f0LO3szNxDKn19pFEGPan,0.675,0.366,10,-12.542,0.0309,0.419,0,0.0583,0.965,131.666,144800,4,23/06/60,1960,2,TRUE
GOOD_TIMIN'__JIMMY_JONES,GOOD TIMIN',JIMMY JONES,4mOk4DIplkCt8dOzTZFsId,0.57,0.455,3,-10.106,0.0372,0.608,0.0000671,0.0754,0.964,147.416,129773,4,07/07/60,1960,3,TRUE
PLEASE_DON'T_TEASE__CLIFF_RICHARD_&_THE_SHADOWS,PLEASE DON'T TEASE,CLIFF RICHARD & THE SHADOWS,4X1EzAWuVmgQLsooo6Gj9O,0.631,0.445,2,-11.143,0.0299,0.493,0,0.366,0.899,144.835,178760,4,28/07/60,1960,3,FALSE
SHAKIN'_ALL_OVER__JOHNNY_KIDD_&_THE_PIRATES,SHAKIN' ALL OVER,JOHNNY KIDD & THE PIRATES,6Xv160PuntxAtb67Ed4t4I,0.766,0.579,9,-9.722,0.0385,0.179,0.0000125,0.264,0.747,125.206,141960,4,04/08/60,1960,1,TRUE
APACHE__SHADOWS,APACHE,SHADOWS,1aAxg5rWVFy6p94IWzO9pN,0.588,0.469,9,-11.381,0.0294,0.0236,0.902,0.102,0.785,133.606,176960,4,25/08/60,1960,5,TRUE
TELL_LAURA_I_LOVE_HER__RICKY_VALANCE,TELL LAURA I LOVE HER,RICKY VALANCE,77RGXccaKCPp3sLlP5eOOR,0.48,0.251,10,-10.762,0.0335,0.691,0.00000805,0.139,0.519,116.715,160099,4,29/09/60,1960,3,TRUE
ONLY_THE_LONELY__ROY_ORBISON,ONLY THE LONELY,ROY ORBISON,0PkBTqRtN25z3oKasWoKlj,0.57,0.529,5,-10.769,0.028,0.377,0.00509,0.203,0.928,123.273,145533,4,20/10/60,1960,2,TRUE
IT'S_NOW_OR_NEVER__ELVIS_PRESLEY_WITH_THE_JORDANAIRES,IT'S NOW OR NEVER,ELVIS PRESLEY,1XunTmhOcj3xwh4b8P3isX,0.643,0.491,4,-9.312,0.0344,0.642,0.00972,0.286,0.748,126.399,194600,4,03/11/60,1960,8,TRUE
I_LOVE_YOU__CLIFF_RICHARD_&_THE_SHADOWS,I LOVE YOU,CLIFF RICHARD & THE SHADOWS,273emd2XWWCTm0OXwLpo6I,0.435,0.314,4,-9.076,0.0349,0.653,0.00000485,0.113,0.36,126.692,115000,4,29/12/60,1960,2,TRUE
POETRY_IN_MOTION__JOHNNY_TILLOTSON,POETRY IN MOTION,JOHNNY TILLOTSON,47NBXLVNoAP6nzPOICYfid,0.483,0.708,8,-7.351,0.0328,0.415,0,0.0904,0.885,135.247,154467,4,12/01/61,1960,2,TRUE
ARE_YOU_LONESOME_TONIGHT__ELVIS_PRESLEY_WITH_THE_JORDANAIRES,ARE YOU LONESOME TONIGHT,ELVIS PRESLEY,6vXZs9rEQF7Nd6O8Ue7NrT,0.355,0.0922,7,-17.747,0.0515,0.918,0.000702,0.106,0.195,65.952,187027,3,26/01/61,1960,4,TRUE
SAILOR__PETULA_CLARK,SAILOR,PETULA CLARK,5RjVGwtfkOI9WO1TQTSWO1,0.411,0.397,10,-8.412,0.0249,0.915,0.000321,0.151,0.449,98.653,175640,3,23/02/61,1960,1,TRUE
WALK_RIGHT_BACK/EBONY_EYES__EVERLY_BROTHERS,WALK RIGHT BACK EBONY EYES,EVERLY BROTHERS,7AcQKQIFcoKGbhnzpzwks8,0.406,0.183,4,-17.901,0.0294,0.887,0.0000223,0.0955,0.353,101.762,185267,3,02/03/61,1960,3,TRUE
WOODEN_HEART__ELVIS_PRESLEY,WOODEN HEART,ELVIS PRESLEY,5QWQ9ChSbNDTSx1iZp961C,0.647,0.336,3,-8.517,0.0645,0.8,0,0.0719,0.912,164.251,121600,4,23/03/61,1960,6,TRUE
BLUE_MOON__MARCELS,BLUE MOON,MARCELS,42ojLX3UYsp4XhaX0sx29E,0.624,0.432,7,-11.132,0.0344,0.656,0,0.0785,0.93,127.69,138360,4,04/05/61,1960,2,TRUE
ON_THE_REBOUND__FLOYD_CRAMER,ON THE REBOUND,FLOYD CRAMER,2vdjYcYAmectRUOiR9Blk3,0.535,0.683,9,-11.677,0.0334,0.371,0.0133,0.205,0.922,150.742,126107,4,18/05/61,1960,1,TRUE
YOU'RE_DRIVING_ME_CRAZY__TEMPERANCE_SEVEN,YOU'RE DRIVING ME CRAZY,TEMPERANCE SEVEN,1w1mIkARzun0p8UJbDuCw1,0.546,0.219,0,-15.474,0.0561,0.904,0.255,0.106,0.809,166.633,236760,4,25/05/61,1960,1,TRUE
SURRENDER__ELVIS_PRESLEY_WITH_THE_JORDANAIRES,SURRENDER,ELVIS PRESLEY,5Qkixf9OjJp5a4XphaONKO,0.454,0.666,3,-8.193,0.0379,0.758,0.0000289,0.275,0.886,82.605,112227,4,01/06/61,1960,4,TRUE
RUNAWAY__DEL_SHANNON,RUNAWAY,DEL SHANNON,01qiuRcLpJcFJBXUoSkn5p,0.584,0.563,10,-6.826,0.0455,0.137,0.0000183,0.174,0.663,78.674,136467,4,29/06/61,1960,3,TRUE
TEMPTATION__EVERLY_BROTHERS,TEMPTATION,EVERLY BROTHERS,0jjPYKq66QDiu9Ydl3Gumq,0.29,0.568,2,-10.299,0.0385,0.412,0.00000635,0.596,0.561,138.893,131733,4,20/07/61,1960,2,TRUE
WELL_I_ASK_YOU__EDEN_KANE,WELL I ASK YOU,EDEN KANE,5QwBqwGD2la46P99wiPx8q,0.741,0.733,0,-8.743,0.0391,0.641,0,0.13,0.894,119.559,135666,4,03/08/61,1960,1,TRUE
YOU_DON'T_KNOW__HELEN_SHAPIRO,YOU DON'T KNOW,HELEN SHAPIRO,7whWyCFOIKTCDmwx3wtLGo,0.433,0.511,9,-7.845,0.0293,0.481,0,0.286,0.688,109.23,160813,4,10/08/61,1960,3,TRUE
JOHNNY_REMEMBER_ME__JOHN_LEYTON,JOHNNY REMEMBER ME,JOHN LEYTON,19O9wXLFraTo7Y4WZwC6li,0.345,0.727,7,-9.711,0.0778,0.252,0.0000017,0.0882,0.49,143.874,160600,4,31/08/61,1960,4,FALSE
REACH_FOR_THE_STARS/CLIMB_EV'RY_MOUNTAIN__SHIRLEY_BASSEY,REACH FOR THE STARS,SHIRLEY BASSEY,4NM0PqHjuHhaWZMzHNvOxU,0.278,0.228,9,-9.165,0.0309,0.922,0.00000172,0.197,0.279,92.65,176840,3,21/09/61,1960,1,TRUE
KON-TIKI__SHADOWS,KON-TIKI,SHADOWS,0lMAsHOqJwMzNikahGl8mp,0.592,0.46,9,-10.942,0.031,0.518,0.894,0.134,0.704,137.078,114567,4,05/10/61,1960,1,TRUE
MICHAEL__HIGHWAYMEN,MICHAEL,HIGHWAYMEN,25TcXSVruQ3Oox1RyqRCFf,0.52,0.127,0,-19.291,0.0293,0.87,0.00000121,0.191,0.64,107.397,165559,4,12/10/61,1960,1,TRUE
WALKIN'_BACK_TO_HAPPINESS__HELEN_SHAPIRO,WALKIN' BACK TO HAPPINESS,HELEN SHAPIRO,3mNfU0psAm7h3s6Dn6i7SD,0.663,0.542,8,-8.842,0.0825,0.775,0,0.222,0.804,97.581,151293,4,19/10/61,1960,3,TRUE
(MARIE'S_THE_NAME)_HIS_LATEST_FLAME/LITTLE_SISTER__ELVIS_PRESLEY,(MARIE'S THE NAME) HIS LATEST FLAME,ELVIS PRESLEY,4qbLOU1T7xgTH87eUSkvJ1,0.661,0.917,4,-6.329,0.0375,0.568,0.00202,0.134,0.89,105.289,127093,4,09/11/61,1960,4,TRUE
TOWER_OF_STRENGTH__FRANKIE_VAUGHAN,TOWER OF STRENGTH,FRANKIE VAUGHAN,3umMuFAttDElTv8NSaFobL,0.478,0.705,2,-7.38,0.0762,0.16,0,0.681,0.546,134.635,126947,4,07/12/61,1960,3,TRUE
MOON_RIVER__DANNY_WILLIAMS,MOON RIVER,DANNY WILLIAMS,3aG0dw1J3bXKfCzm5nlK1O,0.142,0.387,3,-7.778,0.0305,0.923,0,0.107,0.224,81.331,156053,3,28/12/61,1960,2,TRUE
THE_YOUNG_ONES__CLIFF_RICHARD_&_THE_SHADOWS,THE YOUNG ONES,CLIFF RICHARD & THE SHADOWS,5bFahRvUMnH0bIAxjnIVhG,0.499,0.592,3,-10.117,0.0341,0.751,0.000762,0.341,0.804,141.361,179113,4,11/01/62,1960,6,TRUE
ROCK_A_HULA_BABY/CAN'T_HELP_FALLING_IN_LOVE__ELVIS_PRESLEY,ROCK A HULA BABY,ELVIS PRESLEY,65ndJdPZmiV8egz8h3kPuf,0.554,0.629,3,-11.405,0.0667,0.814,0,0.309,0.878,94.519,118173,4,22/02/62,1960,4,TRUE
WONDERFUL_LAND__SHADOWS,WONDERFUL LAND,SHADOWS,65WZdRnOStyKDVLm9yphEt,0.477,0.411,0,-12.441,0.0278,0.308,0.956,0.419,0.494,123.992,126027,4,22/03/62,1960,8,TRUE
NUT_ROCKER__B.BUMBLE_&_THE_STINGERS,NUT ROCKER,B BUMBLE & THE STINGERS,3SeMp8XHYuvEp51yaT58Nq,0.506,0.977,7,-2.54,0.0453,0.682,0.961,0.349,0.659,98.971,119640,4,17/05/62,1960,1,TRUE
GOOD_LUCK_CHARM__ELVIS_PRESLEY,GOOD LUCK CHARM,ELVIS PRESLEY,19gotedXtqeE8dWju6WURW,0.635,0.352,11,-17.228,0.0426,0.803,0.00499,0.576,0.87,120.862,144627,4,24/05/62,1960,5,TRUE
COME_OUTSIDE__MIKE_SARNE_WITH_WENDY_RICHARD,COME OUTSIDE,MIKE SARNE WITH WENDY RICHARD,5z6MV9PliobIqxJEgjWQ1K,0.575,0.615,0,-9.996,0.0468,0.57,0,0.53,0.928,100.48,173613,4,28/06/62,1960,2,TRUE
I_CAN'T_STOP_LOVING_YOU__RAY_CHARLES,I CAN'T STOP LOVING YOU,RAY CHARLES,4iw5yTpvcpSYsdVdMOLmsV,0.34,0.366,5,-10.033,0.0316,0.615,0,0.235,0.423,80.207,251840,4,12/07/62,1960,2,TRUE
I_REMEMBER_YOU__FRANK_IFIELD,I REMEMBER YOU,FRANK IFIELD,7ySEa8M6YRhLqCEo99zhgB,0.385,0.473,9,-7.723,0.0299,0.764,0.0000458,0.284,0.551,128.592,124400,4,26/07/62,1960,7,TRUE
SHE'S_NOT_YOU__ELVIS_PRESLEY,SHE'S NOT YOU,ELVIS PRESLEY,7koFWsFCp8nZ0jkckleLzq,0.517,0.335,10,-12.416,0.0248,0.831,0.00453,0.0969,0.423,83.125,231293,4,13/09/62,1960,3,TRUE
TELSTAR__TORNADOS,TELSTAR,TORNADOS,2rtaHm5SkgFzVa5Gr8oTW6,0.196,0.751,9,-7.39,0.0405,0.00252,0.667,0.378,0.621,145.719,195093,4,04/10/62,1960,5,TRUE
LOVESICK_BLUES__FRANK_IFIELD,LOVESICK BLUES,FRANK IFIELD,49JdQCGCyJkDZx1X39VA1x,0.61,0.64,2,-9.388,0.255,0.773,0,0.168,0.847,163.005,137093,4,08/11/62,1960,5,TRUE
RETURN_TO_SENDER__ELVIS_PRESLEY_WITH_THE_JORDANAIRES,RETURN TO SENDER,ELVIS PRESLEY,2cdzutoqFK6sfW6exi7oXh,0.838,0.616,8,-6.502,0.0433,0.575,0,0.0785,0.971,131.719,128307,4,13/12/62,1960,3,TRUE
THE_NEXT_TIME/BACHELOR_BOY__CLIFF_RICHARD_&_THE_SHADOWS,THE NEXT TIME,CLIFF RICHARD & THE SHADOWS,0EcALhkmCDEPbVjFBFXy1s,0.526,0.293,7,-14.518,0.0339,0.781,0.000485,0.16,0.465,76.697,177960,4,03/01/63,1960,3,TRUE
DANCE_ON!__SHADOWS,DANCE ON!,SHADOWS,0aOA3E93Jr3oAzyaAaK2G5,0.556,0.546,9,-13.179,0.0283,0.34,0.724,0.14,0.952,89.528,141874,4,24/01/63,1960,1,TRUE
DIAMONDS__JET_HARRIS_&_TONY_MEEHAN,DIAMONDS,JET HARRIS & TONY MEEHAN,6VCyZfwEUHaHoG4ippXHFh,0.605,0.641,0,-10.124,0.0304,0.0598,0.827,0.163,0.848,94.692,145293,4,31/01/63,1960,3,TRUE
THE_WAYWARD_WIND__FRANK_IFIELD,THE WAYWARD WIND,FRANK IFIELD,3ANi5MYd0GgqqkhszIS93g,0.638,0.604,11,-10.803,0.0365,0.574,0.00000264,0.154,0.874,128.304,163680,4,21/02/63,1960,3,TRUE
SUMMER_HOLIDAY__CLIFF_RICHARD_&_THE_SHADOWS,SUMMER HOLIDAY,CLIFF RICHARD & THE SHADOWS,054qLeg034PXr1wM3DMstk,0.601,0.467,4,-10.041,0.0263,0.716,0,0.135,0.668,129.578,129333,4,14/03/63,1960,3,FALSE
FOOT_TAPPER__SHADOWS,FOOT TAPPER,SHADOWS,1nP6YO1N482kmFzZUrwP8L,0.544,0.796,0,-10.67,0.029,0.598,0.901,0.0498,0.967,89.356,154867,4,29/03/63,1960,1,TRUE
HOW_DO_YOU_DO_IT?__GERRY_&_THE_PACEMAKERS,HOW DO YOU DO IT?,GERRY & THE PACEMAKERS,7LfvdUcwrrMKVh8WPGXnbA,0.617,0.711,9,-6.433,0.0297,0.36,0.00000159,0.0841,0.962,142.266,114987,4,11/04/63,1960,3,TRUE
FROM_ME_TO_YOU__BEATLES,FROM ME TO YOU,BEATLES,2Q2Gu7Bv8iLenuygtBgDUw,0.581,0.821,0,-4.387,0.0318,0.507,0,0.108,0.968,136.145,116160,4,02/05/63,1960,7,TRUE
I_LIKE_IT__GERRY_&_THE_PACEMAKERS,I LIKE IT,GERRY & THE PACEMAKERS,7jbfxdvkjLH4EJKpr6aAe7,0.529,0.49,7,-9.845,0.0318,0.0116,0.000274,0.0429,0.839,147.331,134213,4,20/06/63,1960,4,TRUE
CONFESSIN'_(THAT_I_LOVE_YOU)__FRANK_IFIELD,CONFESSIN' (THAT I LOVE YOU),FRANK IFIELD,4kuQuCkLe7kIpmDKDp8djX,0.599,0.408,9,-9.621,0.03,0.683,0,0.128,0.654,119.968,123467,4,18/07/63,1960,2,TRUE
(YOU'RE_THE)_DEVIL_IN_DISGUISE__ELVIS_PRESLEY_WITH_THE_JORDANAIRES,(YOU'RE THE) DEVIL IN DISGUISE,ELVIS PRESLEY,0D1pEisM3QkiacGXJe5dmd,0.481,0.733,5,-7.633,0.165,0.575,0.0000118,0.108,0.884,122.909,140427,4,01/08/63,1960,1,TRUE
SWEETS_FOR_MY_SWEET__SEARCHERS,SWEETS FOR MY SWEET,SEARCHERS,0bPmvueZJ2usI59GsCH6Ix,0.502,0.896,0,-7.761,0.0645,0.584,0,0.338,0.891,127.175,149907,4,08/08/63,1960,2,TRUE
BAD_TO_ME__BILLY_J._KRAMER_&_THE_DAKOTAS,BAD TO ME,BILLY J. KRAMER & THE DAKOTAS,61mIeJ0vJub1KRtb1VV7Qz,0.649,0.641,2,-5.835,0.0533,0.696,0,0.0934,0.759,127.061,137877,4,22/08/63,1960,3,TRUE
SHE_LOVES_YOU__BEATLES,SHE LOVES YOU,BEATLES,2Fk411Ix3qnMG8t8Qa74ZX,0.377,0.916,4,-3.199,0.0481,0.26,0,0.074,0.909,75.533,140920,4,12/09/63,1960,6,FALSE
DO_YOU_LOVE_ME__BRIAN_POOLE_&_THE_TREMELOES,DO YOU LOVE ME,BRIAN POOLE & THE TREMELOES,2H70BJxJYi2321FgdofmuN,0.428,0.673,2,-7.582,0.0508,0.367,0,0.305,0.813,166.452,142907,4,10/10/63,1960,3,TRUE
YOU'LL_NEVER_WALK_ALONE__GERRY_&_THE_PACEMAKERS,YOU'LL NEVER WALK ALONE,GERRY & THE PACEMAKERS,6catF1lDhNTjjGa2GxRQNN,0.484,0.265,0,-11.101,0.0322,0.394,0,0.149,0.282,113.564,160187,3,31/10/63,1960,4,TRUE
I_WANT_TO_HOLD_YOUR_HAND__BEATLES,I WANT TO HOLD YOUR HAND,BEATLES,4DRBaZ760gyk7LWnaJFqsJ,0.49,0.715,7,-5.549,0.0476,0.386,0,0.311,0.874,130.726,145747,4,12/12/63,1960,5,TRUE
GLAD_ALL_OVER__DAVE_CLARK_FIVE,GLAD ALL OVER,DAVE CLARK FIVE,0Kgjoj9gsmjqWWo46fved4,0.442,0.508,0,-8.775,0.0314,0.276,0,0.0782,0.965,140.836,161840,4,16/01/64,1960,2,TRUE
NEEDLES_AND_PINS__SEARCHERS,NEEDLES AND PINS,SEARCHERS,0zABw1PtGYHsU4VDpDZsra,0.565,0.953,9,-6.504,0.0393,0.0546,0.0000295,0.0637,0.895,124.287,131360,4,30/01/64,1960,3,TRUE
DIANE__BACHELORS,DIANE,BACHELORS,6Sk5ZoLGsROy4sTD27WqlX,0.426,0.448,3,-9.987,0.0311,0.635,0,0.132,0.461,130.145,151773,4,20/02/64,1960,1,TRUE
ANYONE_WHO_HAD_A_HEART__CILLA_BLACK,ANYONE WHO HAD A HEART,CILLA BLACK,4D1cRrONF1s3ipURLRtMuF,0.337,0.528,9,-7.74,0.0415,0.829,0.353,0.288,0.398,161.014,172333,3,27/02/64,1960,3,TRUE
LITTLE_CHILDREN__BILLY_J._KRAMER_&_THE_DAKOTAS,LITTLE CHILDREN,BILLY J. KRAMER & THE DAKOTAS,3plp5uYijCzagxUrOnuOrv,0.879,0.404,5,-8.742,0.045,0.101,0.929,0.204,0.441,106.021,162821,4,19/03/64,1960,2,TRUE
CAN'T_BUY_ME_LOVE__BEATLES,CAN'T BUY ME LOVE,BEATLES,7pQAq14Z73YUFMtxCyt0bG,0.426,0.76,0,-4.082,0.0414,0.118,0,0.325,0.957,171.838,131213,4,02/04/64,1960,3,TRUE
A_WORLD_WITHOUT_LOVE__PETER_&_GORDON,A WORLD WITHOUT LOVE,PETER & GORDON,1A0j6qANKHgk7VZ6uvYO06,0.512,0.658,1,-9.972,0.0607,0.232,0,0.108,0.764,129.861,160880,4,23/04/64,1960,2,TRUE
DON'T_THROW_YOUR_LOVE_AWAY__SEARCHERS,DON'T THROW YOUR LOVE AWAY,SEARCHERS,79JSK9KJq20yINUKx0feVz,0.539,0.682,6,-7.307,0.0387,0.579,0,0.044,0.816,122.173,136960,4,07/05/64,1960,2,TRUE
JULIET__FOUR_PENNIES,JULIET,FOUR PENNIES,7MtGayFiDns1egbyaFQKaE,0.427,0.422,6,-8.865,0.027,0.818,0,0.135,0.262,101.261,142093,3,21/05/64,1960,1,TRUE
YOU'RE_MY_WORLD__CILLA_BLACK,YOU'RE MY WORLD,CILLA BLACK,2hWfpElGMOzQavDEgVbtLz,0.372,0.435,8,-6.395,0.0285,0.815,0.00569,0.0558,0.413,96.32,176054,3,28/05/64,1960,4,TRUE
IT'S_OVER__ROY_ORBISON,IT'S OVER,ROY ORBISON,0a4jcrnAjE7BcOo6B0hdRV,0.483,0.336,0,-11.062,0.0255,0.768,0.000541,0.128,0.505,90.361,167307,4,25/06/64,1960,2,TRUE
THE_HOUSE_OF_THE_RISING_SUN__ANIMALS,THE HOUSE OF THE RISING SUN,ANIMALS,3XC7Jd6SfrQYKZJ6inyRHK,0.316,0.484,9,-9.11,0.0308,0.000334,0.00445,0.0912,0.294,117.363,269907,3,09/07/64,1960,1,TRUE
IT'S_ALL_OVER_NOW__ROLLING_STONES,IT'S ALL OVER NOW,ROLLING STONES,6pbMeEOcdUWPdKMREKVYYg,0.6,0.702,0,-10.56,0.0311,0.0296,0.00000527,0.329,0.734,99.143,206440,4,16/07/64,1960,1,TRUE
A_HARD_DAY'S_NIGHT__BEATLES,A HARD DAY'S NIGHT,BEATLES,69d54YOS8TOQiUYjX57XeA,0.59,0.805,0,-6.481,0.0371,0.137,0,0.0996,0.802,138.514,154200,4,23/07/64,1960,3,TRUE
DO_WAH_DIDDY_DIDDY__MANFRED_MANN,DO WAH DIDDY DIDDY,MANFRED MANN,7gEpTMp9MQc1uJwivtL37R,0.661,0.557,4,-8.244,0.049,0.262,0,0.0557,0.956,125.445,143400,4,13/08/64,1960,2,TRUE
HAVE_I_THE_RIGHT__HONEYCOMBS,HAVE I THE RIGHT,HONEYCOMBS,1JlSSoGv2cQgrkp7qyYfT5,0.351,0.88,9,-8.08,0.257,0.0214,0.000508,0.191,0.541,142.018,178000,4,27/08/64,1960,2,TRUE
YOU_REALLY_GOT_ME__KINKS,YOU REALLY GOT ME,KINKS,00xR9dHhuaNznqB4FSzOlr,0.567,0.959,8,-3.822,0.102,0.0995,0.0000607,0.1,0.96,137.377,133933,4,10/09/64,1960,2,TRUE
I'M_INTO_SOMETHING_GOOD__HERMAN'S_HERMITS,I'M INTO SOMETHING GOOD,HERMAN'S HERMITS,5tYLgBIbx3YVde84rRPNE9,0.587,0.378,0,-10.048,0.032,0.671,0,0.634,0.705,133.623,153693,4,24/09/64,1960,2,TRUE
OH_PRETTY_WOMAN__ROY_ORBISON,OH PRETTY WOMAN,ROY ORBISON,52HAHV1j93s5B8GoTNI7DJ,0.608,0.582,9,-9.734,0.0355,0.725,0,0.0854,0.95,127.297,176933,4,08/10/64,1960,3,FALSE
(THERE'S)_ALWAYS_SOMETHING_THERE_TO_REMIND_ME__SANDIE_SHAW,(THERE'S) ALWAYS SOMETHING THERE TO REMIND ME,SANDIE SHAW,1wC7CB1j6mEFLDS5cNndxW,0.466,0.295,8,-12.858,0.0463,0.742,0,0.0726,0.705,85.722,167133,4,22/10/64,1960,3,TRUE
BABY_LOVE__SUPREMES,BABY LOVE,SUPREMES,5uM9zdUz8PpYJME9wZCM4W,0.594,0.698,2,-6.524,0.0365,0.776,0,0.237,0.674,135.821,156333,4,19/11/64,1960,2,TRUE
LITTLE_RED_ROOSTER__ROLLING_STONES,LITTLE RED ROOSTER,ROLLING STONES,4uUBLQQIgIBukx5nhzUyCi,0.732,0.447,7,-11.76,0.0432,0.0761,0.0506,0.0988,0.7,109.313,185787,3,03/12/64,1960,1,TRUE
I_FEEL_FINE__BEATLES,I FEEL FINE,BEATLES,0Gm34HBxrXlaAf1jdJMjx2,0.564,0.827,7,-7.089,0.0283,0.0904,0.00000373,0.127,0.918,89.847,139347,4,10/12/64,1960,5,TRUE
YEH_YEH__GEORGIE_FAME_&_THE_BLUE_FLAMES,YEH YEH,GEORGIE FAME & THE BLUE FLAMES,6DDYnharbFp11nXCfC14Lu,0.618,0.543,8,-9.399,0.0776,0.311,0,0.091,0.638,88.582,167107,4,14/01/65,1960,2,TRUE
GO_NOW__MOODY_BLUES,GO NOW,MOODY BLUES,3zSEdDEEJqswcJWdn81odS,0.346,0.608,5,-7.881,0.0375,0.465,0,0.0833,0.68,118.63,192507,3,28/01/65,1960,1,TRUE
YOU'VE_LOST_THAT_LOVING_FEELIN'__RIGHTEOUS_BROTHERS,YOU'VE LOST THAT LOVIN' FEELIN',RIGHTEOUS BROTHERS,3no0tiiQldD3LnsxwVtnnk,0.357,0.389,1,-9.702,0.0269,0.569,0,0.099,0.318,94.211,224000,4,04/02/65,1960,2,TRUE
TIRED_OF_WAITING_FOR_YOU__KINKS,TIRED OF WAITING FOR YOU,KINKS,0gDHo7nkUC3846vefhHJcE,0.674,0.702,0,-9.723,0.0354,0.419,0,0.249,0.867,122.096,149880,4,18/02/65,1960,1,TRUE
I'LL_NEVER_FIND_ANOTHER_YOU__SEEKERS,I'LL NEVER FIND ANOTHER YOU,SEEKERS,6Ln9F9lZNMgV5Ht87z9Bd0,0.567,0.685,10,-7.466,0.0318,0.742,0.0402,0.343,0.777,126.519,163307,4,25/02/65,1960,2,TRUE
IT'S_NOT_UNUSUAL__TOM_JONES,IT'S NOT UNUSUAL,TOM JONES,1Ohfi6T8HS0dLthyQskgmR,0.699,0.435,3,-9.951,0.0319,0.167,0.0000123,0.0657,0.799,114.197,176747,4,11/03/65,1960,1,TRUE
THE_LAST_TIME__ROLLING_STONES,THE LAST TIME,ROLLING STONES,3qmCgBccHyC7e3IBvS9byq,0.329,0.926,9,-5.146,0.0629,0.129,0.852,0.745,0.367,167.435,221493,4,18/03/65,1960,3,TRUE
CONCRETE_AND_CLAY__UNIT_FOUR_PLUS_TWO,CONCRETE AND CLAY,UNIT FOUR PLUS TWO,6HVqfeID7hG2vx36HFlLZC,0.623,0.784,1,-10.037,0.0359,0.376,0,0.0509,0.968,100.676,137067,4,08/04/65,1960,1,TRUE
THE_MINUTE_YOU'RE_GONE__CLIFF_RICHARD,THE MINUTE YOU'RE GONE,CLIFF RICHARD,4xxYbkl51ckZoZOxHqkdyO,0.361,0.258,7,-12.063,0.0352,0.822,0,0.107,0.568,82.065,141133,3,15/04/65,1960,1,TRUE
TICKET_TO_RIDE__BEATLES,TICKET TO RIDE,BEATLES,2zO5cQdHLBOPlnQqWeNCFM,0.519,0.85,9,-6.777,0.0678,0.0457,0,0.233,0.75,123.419,189680,4,22/04/65,1960,3,TRUE
